輯別	書名	文章題名	作品描述(或後記)內容	推定日期	推斷來源	總字數	檔案名稱
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	如何與人和樂相處？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	3,492	08-15-007.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	究竟是「需要」，還是「想要」？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	2,451	08-15-008.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	如何從個人做好環保？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	2,912	08-15-009.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	如何遠離外境誘惑？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	2,182	08-15-010.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	如何有智慧地「理財」？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	929	08-15-011.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	如何規畫銀髮生活？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	2,570	08-15-012.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	愈老真的愈孤獨嗎？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	2,851	08-15-013.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	如何「病得很健康」？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	2,290	08-15-014.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	好活？歹活？心態決定！		2009.09	年譜附錄聖嚴法師重要著述所載出書日	2,576	08-15-015.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	如何不等死、不怕死？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	1,675	08-15-016.txt
第八輯 生活佛法類	生死皆自在―聖嚴法師談生命智慧	身後事，怎麼辦？		2009.09	年譜附錄聖嚴法師重要著述所載出書日	2,754	08-15-017.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何扮演好自己的工作角色？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,060	08-16-002.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何與難溝通的人一起工作？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,243	08-16-003.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何處理爭執不下的狀況？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	602	08-16-004.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何看待職場上的公平問題？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	848	08-16-005.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何培養合作默契？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,292	08-16-006.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何調整常想換工作的心態？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	915	08-16-007.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何向「智者」請益？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	854	08-16-008.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何專注於當下的工作？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,105	08-16-009.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何與同事互相支持、分擔？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,284	08-16-010.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何讓溝通協調順暢？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	656	08-16-011.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何建立團隊中和諧的關係？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,808	08-16-012.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何培養工作團隊的整體感？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,120	08-16-013.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何與主管合作？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	976	08-16-014.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何讓公司和喜自在？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,264	08-16-015.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何應對得寸進尺的人？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	992	08-16-016.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何在工作中得到成長？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,581	08-16-017.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何落實辦公室環保？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,186	08-16-018.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何培養惜福的觀念？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,332	08-16-019.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何建立生命的價值觀？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,340	08-16-020.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何看待自己的影響力？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	917	08-16-021.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何面對自己的缺點？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,194	08-16-022.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何自我要求並提昇自我？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,235	08-16-023.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何超越自我開創未來？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	743	08-16-024.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何保持良好的工作精神？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	860	08-16-025.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何培養工作毅力？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,145	08-16-026.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何保有良善的品格？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	649	08-16-027.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何在工作中相互體諒？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,179	08-16-028.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何在繁忙的工作中調整身心？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,069	08-16-029.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何化解情緒煩惱？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	857	08-16-030.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何發願利益他人成長自己？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,133	08-16-031.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何以平等心看待職場生活？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	759	08-16-032.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何以平靜心調適工作問題？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	924	08-16-033.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何建立正確的人生觀？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,624	08-16-034.txt
第八輯 生活佛法類	帶著禪心去上班―聖嚴法師的禪式工作學	如何在千變萬化的世界中安心？		2010.01	年譜附錄聖嚴法師重要著述所載出書日	1,062	08-16-035.txt
第九輯 理念願景類	法鼓山的方向：理念	〈四眾佛子共勉語〉	（一九九○年八月二十二日講於北投農禪寺，原收錄於法鼓山小叢刊《佛子共勉語》）	#NAME?	作品陳述所載日期	13,293	09-01-002.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的學佛路	（一九九二年三月八日講於桃園組小組長聯誼，刊於《法鼓》雜誌三十三期，一九九五年五月二十八日於美國紐約東初禪寺重新改寫，原收錄於法鼓山小叢刊《法鼓山的方向》）	1995.05	作品陳述所載，多日期中採「後」者	3,681	09-01-003.txt
第九輯 理念願景類	法鼓山的方向：理念	敲響慈悲和智慧的法鼓	（一九九二年九月二十一日講於第三屆法鼓傳薪，原收錄於法鼓山小叢刊《法鼓山的方向》）	#NAME?	作品陳述所載日期	847	09-01-004.txt
第九輯 理念願景類	法鼓山的方向：理念	我們在做「自度度人」的工作	（一九九四年四月二十九日接見美東地區法鼓山護法會會員時之開示，講於美國紐約東初禪寺，姚世莊居士錄音整理，刊於《法鼓》雜誌五十七、五十八期）	#NAME?	作品陳述所載日期	3,665	09-01-005.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的教育事業	（一九九四年十月二日講於板橋體育館護法信眾聯誼大會，刊於《法鼓》雜誌五十八期）	#NAME?	作品陳述所載日期	1,162	09-01-006.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的共識	（此節寫於一九九五年五月二十八日美國紐約東初禪寺）	#NAME?	作品陳述所載，多日期中採「後」者	2,909	09-01-007.txt
第九輯 理念願景類	法鼓山的方向：理念	如何推動法鼓山的理念？	（一九九五年五月二十八日寫於美國紐約，原收錄於法鼓山小叢刊《法鼓山的方向》）	#NAME?	作品陳述所載日期	1,125	09-01-008.txt
第九輯 理念願景類	法鼓山的方向：理念	我們的使命	（一九九五年八月十日寫於北投農禪寺，刊於《一九九五年信眾代表大會節目手冊》）	#NAME?	作品陳述所載日期	1,469	09-01-009.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的鐘聲	（一九九七年講於法鼓山年會，刊於《法鼓》雜誌九十四期）	1997.10	作品陳述-《法鼓》官網內文提及日期	1,940	09-01-010.txt
第九輯 理念願景類	法鼓山的方向：理念	在未來十年或十五年的臺灣	（一九九八年一月十日講於《天下》雜誌「飛越二○○○美麗臺灣希望會談」，刊於《人生》一七四期）	#NAME?	作品陳述所載日期	1,047	09-01-011.txt
第九輯 理念願景類	法鼓山的方向：理念	繼往開來	（一九九八年九月二十六日講於林口體育館信眾會員大會，刊於《法鼓》雜誌一一○、一一二期）	#NAME?	作品陳述所載日期	4,155	09-01-012.txt
第九輯 理念願景類	法鼓山的方向：理念	心五四運動  ——新世紀的生活標竿	（一九九九年八月二十二日講於林口體育館全球會員代表感恩大會，刊於《法鼓》雜誌一二○期）	#NAME?	作品陳述所載日期	1,217	09-01-013.txt
第九輯 理念願景類	法鼓山的方向：理念	「心」五四運動的時代意義	（一九九九年九月七日講於北投農禪寺專職菩薩精神講話，原收錄於法鼓山智慧隨身書《心五四運動》）	#NAME?	作品陳述所載日期	3,349	09-01-014.txt
第九輯 理念願景類	法鼓山的方向：理念	禮儀環保的理念及作法	（一九九四年七月十七日講於北投農禪寺，刊於《人生》一三三期）	#NAME?	作品陳述所載日期	5,510	09-01-015.txt
第九輯 理念願景類	法鼓山的方向：理念	「心六倫」運動的目的與期許	（刊登於《法鼓》雜誌二一二—二一五期，收錄於《心六倫行動手冊》）	2007.08	作品陳述所載，多日期中採「前」者	4,942	09-01-016.txt
第九輯 理念願景類	法鼓山的方向：理念	心六倫新生活	（收錄於《心六倫行動方針》手冊）	2008.11	作品陳述-法鼓文化典藏所載出書日	13,442	09-01-017.txt
第九輯 理念願景類	法鼓山的方向：理念	心六倫中的生命價值	（二○○八年十月二十一日講於國防大學國軍九十七年重要幹部研習會，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	4,036	09-01-018.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的選舉觀	（二○○○年三月十六日講於北投農禪寺專職菩薩精神講話，原收錄於《一九八九─二○○一法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,435	09-01-019.txt
第九輯 理念願景類	法鼓山的方向：理念	我們的共識及工作項目	（二○○○年十月二十八日講於美國紐約象岡道場北美年會，原收錄於《一九八九─二○○一法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,415	09-01-020.txt
第九輯 理念願景類	法鼓山的方向：理念	人生佛教到人間淨土	（二○○四年十一月十三日講於美國紐約東初禪寺同心同願聯誼會，姚世莊居士記錄整理，原收錄於《二○○四法鼓山年鑑》）	#NAME?	作品陳述所載日期	860	09-01-021.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的四大堅持	（二○○七年七月三十一日講於北投雲來寺專職菩薩精神講話，原收錄於《二○○七法鼓山年鑑》）	#NAME?	作品陳述所載日期	3,560	09-01-022.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的文化財	（二○○八年一月二十九日講於北投雲來寺專職菩薩精神講話，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	4,976	09-01-023.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的藍海事業	（二○○八年一月三十一日講於法鼓山園區開山紀念館僧團辭歲禮祖，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	4,655	09-01-024.txt
第九輯 理念願景類	法鼓山的方向：理念	回顧過去，展望未來	（二○○八年十月七日於北投雲來寺專職菩薩精神講話，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	5,082	09-01-025.txt
第九輯 理念願景類	法鼓山的方向：理念	法鼓山的法統，是理念的堅持	（二○○九年一月十五日講於臺大醫院病房，原收錄於《二○○九法鼓山年鑑》）	#NAME?	作品陳述所載日期	540	09-01-026.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山的心願  ——法鼓山的緣起及未來	（本文係於一九八九年九月二十六日為法鼓山中華佛學研究所護法理事會諸會員所做開示，原收錄於法鼓山小叢刊《法鼓山的心願》）	#NAME?	作品陳述所載日期	8,103	09-02-002.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓傳法音	（本文寫於一九九○年一月，節錄自法鼓山小叢刊《法鼓傳法音》）	#NAME?	作品陳述所載日期	10,482	09-02-003.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山一點一滴在成長	（一九九二年十月四日講於勸募會員大會，徐慧川居士整理，刊於《法鼓》雜誌三十八期）	#NAME?	作品陳述所載日期	1,885	09-02-004.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山開創人間淨土  ——一九九三年當代藝術品義賣會致詞	（刊於《法鼓》雜誌四十五期）	1993.09	年譜聖嚴師父著作繫年表	541	09-02-005.txt
第九輯 理念願景類	法鼓山的方向：創建	附錄 分享宗教與藝術的善與美 ——專訪聖嚴法師談藝術品及珠寶義賣會	（刊於《法鼓》雜誌一○七期）	1998.10	年譜聖嚴師父著作繫年表	2,258	09-02-006.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山的使命	（一九九四年四月十二日聖嚴法師口述，葉翠蘋居士錄音整理，原收錄於法鼓山小叢刊《法鼓傳法音（二）》）	#NAME?	作品陳述所載日期	11,216	09-02-007.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山的山徽	（一九九五年五月二十七日寫於美國紐約東初禪寺，原收錄於法鼓山小叢刊《法鼓山的方向》）	#NAME?	作品陳述所載日期	976	09-02-008.txt
第九輯 理念願景類	法鼓山的方向：創建	感恩無限	（一九九五年九月三十日講於臺北國父紀念館，刊於《法鼓》雜誌七十期）	#NAME?	作品陳述所載日期	2,696	09-02-009.txt
第九輯 理念願景類	法鼓山的方向：創建	人間淨土的實現	（一九九六年十月六日講於法鼓山奠基大典，原收錄於法鼓山小叢刊《人間淨土》）	#NAME?	作品陳述所載日期	2,040	09-02-010.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山邁向十週年	（刊於《一九九八年全民祈福平安大法會手冊》）	1998.09	作品陳述-《法鼓》官網內文提及日期	1,040	09-02-011.txt
第九輯 理念願景類	法鼓山的方向：創建	感恩與分享  ——法鼓山開山紀念堂	（二○○五年八月一日，刊於《法鼓》雜誌一八八期）	#NAME?	作品陳述所載日期	1,272	09-02-012.txt
第九輯 理念願景類	法鼓山的方向：創建	大悲心起，是大家需要的教育事業	（二○○五年九月一日，刊於《法鼓》雜誌一八九期）	#NAME?	作品陳述所載日期	2,646	09-02-013.txt
第九輯 理念願景類	法鼓山的方向：創建	大悲心起的意義  學習觀音菩薩的大慈大悲	（刊登於二○○五年十月二十一日《法鼓山落成開山專刊》）	#NAME?	作品陳述所載日期	818	09-02-014.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山要做對世界有用的事	（二○○五年十月二十一日講於法鼓山園區「法鼓山落成開山大典」，刊於《法鼓》雜誌一九一期，原收錄於《二○○五法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,126	09-02-015.txt
第九輯 理念願景類	法鼓山的方向：創建	共同承擔法鼓山未來的使命	（二○○五年十一月十五日於法鼓山園區國際會議廳「專職菩薩精神講話」，原收錄於《二○○五法鼓山年鑑》）	#NAME?	作品陳述所載日期	2,996	09-02-016.txt
第九輯 理念願景類	法鼓山的方向：創建	誦《法華經》護持法華鐘	（二○○五年四月九日講於北投農禪寺「法華法會」，原收錄於《二○○五法鼓山年鑑》）	#NAME?	作品陳述所載日期	795	09-02-017.txt
第九輯 理念願景類	法鼓山的方向：創建	為什麼法鼓山的鐘以《法華經》銘文	（二○○六年一月十二日講於法鼓山園區，原收錄於《二○○六法鼓山年鑑》）	#NAME?	作品陳述所載日期	820	09-02-018.txt
第九輯 理念願景類	法鼓山的方向：創建	參學禪修的原則和方法	（二○○七年一月二十七日講於法鼓山園區國際會議廳，原收錄於《如何導覽法鼓山》手冊）	#NAME?	作品陳述所載日期	8,428	09-02-019.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山全山導覽	（二○○七年二月三日講於法鼓山園區階梯教室，原收錄於《如何導覽法鼓山》手冊）	#NAME?	作品陳述所載日期	6,575	09-02-020.txt
第九輯 理念願景類	法鼓山的方向：創建	什麼是法鼓山的景觀？	（二○○七年三月一日講於法鼓山園區國際會議廳，原收錄於《如何導覽法鼓山》手冊）	#NAME?	作品陳述所載日期	7,947	09-02-021.txt
第九輯 理念願景類	法鼓山的方向：創建	導覽人員的責任	（二○○七年二月三日講於法鼓山園區階梯教室，原收錄於《如何導覽法鼓山》手冊）	#NAME?	作品陳述所載日期	1,251	09-02-022.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山是一個弘揚漢傳佛教的道場	（二○○六年三月二十三日講於法鼓山園區中華佛學研究所「創辦人時間」）	#NAME?	作品陳述所載日期	5,968	09-02-023.txt
第九輯 理念願景類	法鼓山的方向：創建	一生的心願，終於實現！  ——法鼓佛教研修學院揭牌典禮	（二○○七年四月八日講於法鼓山園區「法鼓佛教研修學院」揭牌典禮，原收錄於《二○○七法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,265	09-02-024.txt
第九輯 理念願景類	法鼓山的方向：創建	四種環保的法鼓校風	（二○○八年二月十九日講於法鼓山園區第三大樓大學院「創辦人時間」，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	3,977	09-02-025.txt
第九輯 理念願景類	法鼓山的方向：創建	以「心靈環保」建構法鼓大學	（二○○八年十一月二十七日講於臺北安和分院「法鼓人文社會學院第四屆董事會第五次會議」，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,109	09-02-026.txt
第九輯 理念願景類	法鼓山的方向：創建	辦一所全人教育的國際化大學	（二○○八年十一月二十八日法鼓山園區「法鼓大學開工灑淨典禮」錄影開示，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	602	09-02-027.txt
第九輯 理念願景類	法鼓山的方向：創建	建設臺東人間淨土	（二○○五年七月十六日講於臺東信行寺落成啟用暨佛像開光典禮，原收錄於《二○○五法鼓山年鑑》）	#NAME?	作品陳述所載日期	757	09-02-028.txt
第九輯 理念願景類	法鼓山的方向：創建	法鼓山道場的功能  ——溫哥華道場改建落成啟用典禮	（二○○六年九月十六日溫哥華道場落成錄影開示，原收錄於《二○○六法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,778	09-02-029.txt
第九輯 理念願景類	法鼓山的方向：創建	迎向新未來　為人類幸福努力  ——慶祝東初禪寺創寺三十週年	（二○○八年五月十七日美國東初禪寺「慶祝東初禪寺三十週年紀念」錄影開示，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,445	09-02-030.txt
第九輯 理念願景類	法鼓山的方向：創建	同心同願，為建設人間淨土而努力	（二○○八年八月二十三日美國東初禪寺「北美發展研討會」錄影開示，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	3,326	09-02-031.txt
第九輯 理念願景類	法鼓山的方向：弘化	對「菩薩成長年」的祝福與期許  ——一九九六年新春賀詞	（刊於《法鼓》雜誌七十四期）	1996.02	作品陳述-年譜所載《法鼓》出刊日	884	09-03-002.txt
第九輯 理念願景類	法鼓山的方向：弘化	對「人間淨土年」的祝福與期許  ——一九九八年新春賀詞	（刊於《法鼓》雜誌九十八期）	1998.02	作品陳述-《法鼓》官網所載出刊日	1,024	09-03-003.txt
第九輯 理念願景類	法鼓山的方向：弘化	對「祝福平安年」的祝福與期許  ——一九九九年新春賀詞	（刊於《法鼓》雜誌一一○期）	1999.02	作品陳述-《法鼓》官網所載出刊日	961	09-03-004.txt
第九輯 理念願景類	法鼓山的方向：弘化	大好年——說好話，做好事	（二○○○年八月十日，講於北投農禪寺專職菩薩精神講話，李淑貞居士整理，原收錄於《一九八九─二○○一法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,164	09-03-005.txt
第九輯 理念願景類	法鼓山的方向：弘化	大好年	（二○○○年九月十三日於法鼓山僧團安居間之午齋開示，原收錄於《法鼓山的方向Ⅱ》）	#NAME?	作品陳述所載日期	1,066	09-03-006.txt
第九輯 理念願景類	法鼓山的方向：弘化	二○○一年新春賀詞	（二○○一年二月四日，原收錄於《法鼓山的方向Ⅱ》）	#NAME?	作品陳述所載日期	690	09-03-007.txt
第九輯 理念願景類	法鼓山的方向：弘化	二○○二年新春賀詞  ——幸福，掌握在我們的心中	（二○○二年二月一日，刊於《法鼓》雜誌一四六期）	#NAME?	作品陳述所載日期	723	09-03-008.txt
第九輯 理念願景類	法鼓山的方向：弘化	二○○三年新春賀詞  ——福慧平安過好年	（二○○三年一月二十二日，刊於《法鼓》雜誌一五八期）	#NAME?	作品陳述所載日期	3,345	09-03-009.txt
第九輯 理念願景類	法鼓山的方向：弘化	二○○四年新春賀詞  ——和喜自在迎新歲	（講於二○○三年十二月美國象岡禪十期間，刊於《法鼓》雜誌一六九期）	#NAME?	作品陳述所載日期	6,269	09-03-010.txt
第九輯 理念願景類	法鼓山的方向：弘化	二○○五年新春賀詞  ——再迎和喜自在的一年	（二○○五年一月十二日，刊於《法鼓》雜誌一八二期）	#NAME?	作品陳述所載日期	4,316	09-03-011.txt
第九輯 理念願景類	法鼓山的方向：弘化	和喜自在賀新春	（節錄自二○○五年二月九日至十一日新春開示，原收錄於《二○○五法鼓山年鑑》）	#NAME?	作品陳述所載，多日期均同	1,313	09-03-012.txt
第九輯 理念願景類	法鼓山的方向：弘化	聖嚴師父對二○○五年的祝福  ——回顧二○○五，展望二○○六	（原收錄於《二○○五法鼓山年鑑》）	2006.09	法鼓山年鑑	4,750	09-03-013.txt
第九輯 理念願景類	法鼓山的方向：弘化	鐘聲幸福	（二○○六年一月九日答《中國時報》）	#NAME?	作品陳述所載日期	2,324	09-03-014.txt
第九輯 理念願景類	法鼓山的方向：弘化	聖嚴師父對二○○六年的祝福  ——回顧二○○六，展望二○○七	（原收錄於《二○○六法鼓山年鑑》）	2007.08	法鼓山年鑑	2,900	09-03-015.txt
第九輯 理念願景類	法鼓山的方向：弘化	聖嚴師父對二○○七年的祝福  ——回顧二○○七，展望二○○八	（原收錄於《二○○七法鼓山年鑑》）	2008.08	法鼓山年鑑	2,602	09-03-016.txt
第九輯 理念願景類	法鼓山的方向：弘化	好願在人間  ——聖嚴師父對二○○八年的祝福	（二○○八年一月十五日講於臺北圓山大飯店「好願在人間」記者會，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	1,245	09-03-017.txt
第九輯 理念願景類	法鼓山的方向：弘化	抱持信心，迎向希望二○○九	（原收錄於《二○○九法鼓山年鑑》）	2010.08	法鼓山年鑑	1,469	09-03-018.txt
第九輯 理念願景類	法鼓山的方向：弘化	傳薪創新　感恩發願	（二○○九年一月三日「心安平安．二○○八歲末關懷感恩分享會」錄影開示，原收錄於《二○○九法鼓山年鑑》）	#NAME?	作品陳述所載日期	2,937	09-03-019.txt
第九輯 理念願景類	法鼓山的方向：弘化	附錄 新春的期許 ——訪聖嚴法師	（刊於《人生》雜誌一二六期）	1994.02	作品陳述-DILA總圖期刊所載《人生》出刊日	2,445	09-03-020.txt
第九輯 理念願景類	法鼓山的方向：弘化	附錄 歷年「法鼓山主題年及副標」	編案：二○○○年至二○○九年的副標為聖嚴法師親擬。	2009	作品陳述所載，多日期中採「後」者	42	09-03-021.txt
第九輯 理念願景類	法鼓山的方向：弘化	新春大悲懺法會開示  ——如何能夠如意健康	（果清法師整理，刊於《法鼓》雜誌二期）	1990.02	作品陳述-年譜所載《法鼓》出刊日	1,249	09-03-022.txt
第九輯 理念願景類	法鼓山的方向：弘化	新春大悲懺法會開示  ——發菩薩心	（果清法師整理，刊於《法鼓》雜誌二期）	1990.02	作品陳述-年譜所載《法鼓》出刊日	1,538	09-03-023.txt
第九輯 理念願景類	法鼓山的方向：弘化	喜新春．迎舍利．話吉祥  ——因緣殊勝的佛陀舍利請供法會	（一九九○年三月一日講於佛陀舍利請供法會，刊於《人生》雜誌七十九期）	#NAME?	作品陳述所載日期	2,707	09-03-024.txt
第九輯 理念願景類	法鼓山的方向：弘化	新春拜懺亦發願，開本見知制魔外	（一九九二年二月六日農曆正月初二及初三兩日於北投農禪寺大悲懺法會開示，果慜法師根據錄音帶整理成文，刊於《法鼓》雜誌三十七期）	1993.01	作品陳述-年譜所載《法鼓》出刊日	2,149	09-03-025.txt
第九輯 理念願景類	法鼓山的方向：弘化	農禪寺梁皇寶懺開示	（一九九七年九月二十八日講於北投農禪寺，原收錄於《一九八九─二○○一法鼓山年鑑》）	#NAME?	作品陳述所載日期	783	09-03-026.txt
第九輯 理念願景類	法鼓山的方向：弘化	以佛法祝福大家  ——全民祈福平安大法會暨會員大會歡迎詞	（一九九八年九月二十六日講於全民祈福平安大法會暨會員大會，刊於《法鼓》雜誌一○六期）	#NAME?	作品陳述所載日期	728	09-03-027.txt
第九輯 理念願景類	法鼓山的方向：弘化	新春為什麼要打普佛	（刊於《法鼓》雜誌一○九期）	1999.01	作品陳述-《法鼓》官網所載出刊日	1,070	09-03-028.txt
第九輯 理念願景類	法鼓山的方向：弘化	感念生命的二重恩  ——浴佛節開示	（二○○七年五月十三日國父紀念館大願祈福感恩會錄影開示，刊於《法鼓》雜誌二一○期）	#NAME?	作品陳述所載日期	581	09-03-029.txt
第九輯 理念願景類	法鼓山的方向：弘化	慶祝二○○八年浴佛節、母親節	（二○○八年五月十一日臺北市國父紀念館好願祈福感恩會錄影開示，原收錄於《二○○八法鼓山年鑑》）	#NAME?	作品陳述所載日期	756	09-03-030.txt
